,video_name,question,answer
6188,n0Az4cLruf4,что носит человек в черном на руке,звенеть
6189,wC-k0Zfx-cM,что носит на руке человек в черных штанах,звенеть
6190,NVNUT5iwLtw,что носит на руке человек в зеленой одежде,браслет
6191,Vshvpb9eecg,что носит на голове человек в полосатой одежде,пояс для волос
6192,MFlYmFZ7xlo,что носит на голове человек в полосатой одежде,шапка
6193,90cHokbZy6A,что носит на голове человек в очках,шапка
6194,-kky8-yaEPg,что носит на голове человек в очках,рабочая кепка
6195,sd2MhdKdQTo,что носит на голове человек в белой одежде,цветок
6196,7ToBC5eGg38,что носит на голове человек в белой одежде,шапка
6197,1aNOjjLWjxc,что носит на голове человек в белой одежде,шапка
6198,cwVZNpqc-mQ,что носит на руке человек в синей одежде,смотреть
6199,yPpKYckLbdI,что носит на руке человек в синей одежде,защита запястья
6200,-t2ikmhg9_w,что это видео хочет выразить,мощность вакуума
6201,2FcdD7WapJM,что это видео хочет выразить,последнее удобнее
6202,0Zg9UgCp4a4,в какую игру играет человек на видео,прыжок дом
6203,MQ7k1wig4jk,в какую игру играет человек на видео,лучший мяч на столе
6204,-kuXhOsHAc4,в какую игру играет человек на видео,бросать мяч
6205,x0HMqVvqHJE,что было после игры в хоккей,отдых
6206,WUTHTWQb-5g,что было после игры в хоккей,закрыть видео
6207,kpnGg2lOBLM,что случилось после прыжков со скакалкой,прижимная лапка
6208,DF9CGVGiKXY,что случилось после прыжков со скакалкой,праздновать
6209,nfe_V3ei6ag,что случилось после игры в волейбол,играть в волейбол
6210,pS-BoCsMcpQ,"что произошло после того, как я поймал мяч",пас мяч
